activity_frequency,category_count,event_type_count,unique_products,unique_brands,average_spend
1,1,1,1,1,12.33
1,1,1,1,1,242.4
1,1,1,1,1,289.52
1,1,1,1,1,90.02
1,1,1,1,1,308.47
1,1,1,1,1,385.34
1,1,1,1,1,694.71
1,1,1,1,1,643.23
1,1,1,1,1,131.64
1,1,1,1,1,121.5
1,1,1,1,1,16.96
1,1,1,1,1,96.78
1,1,1,1,1,94.96
1,1,1,1,1,128.19
1,1,1,1,1,179.15
2,1,1,2,1,401.41
1,1,1,1,1,149.24
1,1,1,1,1,283.12
1,1,1,1,1,244.51
1,1,1,1,1,911.92
1,1,1,1,1,365.3
1,1,1,1,1,329.46
1,1,1,1,1,41.16
1,1,1,1,1,720.71
1,1,1,1,1,130.48
1,1,1,1,1,617.51
1,1,1,1,1,73.36
1,1,1,1,1,59.46
1,1,1,1,1,274.91
1,1,1,1,1,69.24
1,1,1,1,1,385.85
1,1,1,1,1,503.34
1,1,1,1,1,74.62
1,1,1,1,1,56.6
1,1,1,1,1,40.37
1,1,1,1,1,153.66
1,1,1,1,1,231.38
1,1,1,1,1,89.84
1,1,1,1,1,196.83
1,1,1,1,1,61.78
1,1,1,1,1,460.72
1,1,1,1,1,717.63
1,1,1,1,1,10.27
1,1,1,1,1,571.89
1,1,1,1,1,510.84
1,1,1,1,1,553.04
1,1,1,1,1,670.81
1,1,1,1,1,171.56
1,1,1,1,1,250.93
1,1,1,1,1,466.05
1,1,1,1,1,38.75
1,1,1,1,1,39.77
1,1,1,1,1,142.58
1,1,1,1,1,15.19
1,1,1,1,1,975.56
1,1,1,1,1,154.96
1,1,1,1,1,367.81
1,1,1,1,1,12.12
1,1,1,1,1,218.49
1,1,1,1,1,179.93
1,1,1,1,1,386.08
1,1,1,1,1,463.07
1,1,1,1,1,131.53
1,1,1,1,1,23.91
1,1,1,1,1,600.92
1,1,1,1,1,321.5
1,1,1,1,1,489.05
1,1,1,1,1,38.3
1,1,1,1,1,107.85
1,1,1,1,1,160.22
1,1,1,1,1,125.6
1,1,1,1,1,169.77
1,1,1,1,1,274.09
1,1,1,1,1,84.93
1,1,1,1,1,437.26
1,1,1,1,1,321.73
1,1,1,1,1,95.65
1,1,1,1,1,822.99
1,1,1,1,1,170.14
1,1,1,1,1,703.12
1,1,1,1,1,160.62
1,1,1,1,1,200.39
1,1,1,1,1,135.01
1,1,1,1,1,51.22
1,1,1,1,1,160.39
1,1,1,1,1,76.1
1,1,1,1,1,128.42
1,1,1,1,1,952.05
1,1,1,1,1,127.65
1,1,1,1,1,452.51
1,1,1,1,1,196.92
1,1,1,1,1,461.02
1,1,1,1,1,89.84
1,1,1,1,1,282.86
1,1,1,1,1,77.19
1,1,1,1,1,38.59
1,1,1,1,1,315.3
1,1,1,1,1,823.68
1,1,1,1,1,282.84
1,1,1,1,1,422.07
1,1,1,1,1,106.31
1,1,1,1,1,165.51
1,1,1,1,1,947.26
1,1,1,1,1,928.4
1,1,1,1,1,217.48
1,1,1,1,1,154.19
1,1,1,1,1,74.62
1,1,1,1,1,89.29
1,1,1,1,1,196.8
1,1,1,1,1,75.42
1,1,1,1,1,823.16
1,1,1,1,1,306.05
1,1,1,1,1,73.12
1,1,1,1,1,729.62
1,1,1,1,1,154.01
1,1,1,1,1,182.24
1,1,1,1,1,463.31
1,1,1,1,1,179.9
1,1,1,1,1,200.75
1,1,1,1,1,35.35
1,1,1,1,1,190.82
1,1,1,1,1,190.46
1,1,1,1,1,334.37
1,1,1,1,1,92.41
1,1,1,1,1,280.97
1,1,1,1,1,331.23
1,1,1,1,1,329.46
1,1,1,1,1,102.71
1,1,1,1,1,239.03
1,1,1,1,1,69.5
1,1,1,1,1,39.13
1,1,1,1,1,126.12
1,1,1,1,1,100.36
1,1,1,1,1,58.94
1,1,1,1,1,764.34
1,1,1,1,1,38.04
2,1,1,2,2,249.67000000000002
1,1,1,1,1,15.42
1,1,1,1,1,94.47
1,1,1,1,1,722.53
1,1,1,1,1,822.32
1,1,1,1,1,583.63
1,1,1,1,1,422.07
1,1,1,1,1,131.51
1,1,1,1,1,128.45
1,1,1,1,1,44.09
1,1,1,1,1,104.38
1,1,1,1,1,955.84
1,1,1,1,1,66.9
1,1,1,1,1,308.63
1,1,1,1,1,143.48
1,1,1,1,1,154.42
1,1,1,1,1,100.39
1,1,1,1,1,64.87
1,1,1,1,1,969.01
1,1,1,1,1,34.49
1,1,1,1,1,43.73
1,1,1,1,1,282.89
1,1,1,1,1,513.81
1,1,1,1,1,460.63
1,1,1,1,1,136.17
1,1,1,1,1,385.83
1,1,1,1,1,157.53
1,1,1,1,1,661.46
1,1,1,1,1,9.01
1,1,1,1,1,416.27
1,1,1,1,1,146.46
1,1,1,1,1,283.12
1,1,1,1,1,104.22
1,1,1,1,1,975.57
1,1,1,1,1,102.38
1,1,1,1,1,221.87
1,1,1,1,1,111.95
1,1,1,1,1,242.48
1,1,1,1,1,741.3
1,1,1,1,1,643.39
1,1,1,1,1,245.28
1,1,1,1,1,56.6
1,1,1,1,1,591.21
1,1,1,1,1,360.11
1,1,1,1,1,77.19
1,1,1,1,1,537.3
1,1,1,1,1,428.89
1,1,1,1,1,489.04
1,1,1,1,1,33.44
1,1,1,1,1,165.96
1,1,1,1,1,385.85
1,1,1,1,1,158.31
1,1,1,1,1,183.51
1,1,1,1,1,868.62
1,1,1,1,1,160.36
1,1,1,1,1,102.15
1,1,1,1,1,776.08
1,1,1,1,1,334.37
1,1,1,1,1,486.24
1,1,1,1,1,732.09
1,1,1,1,1,17.71
1,1,1,1,1,40.39
1,1,1,1,1,70.53
1,1,1,1,1,383.52
1,1,1,1,1,64.87
1,1,1,1,1,468.4
1,1,1,1,1,110.43
1,1,1,1,1,499.34
1,1,1,1,1,95.78
1,1,1,1,1,393.83
1,1,1,1,1,31.5
1,1,1,1,1,511.98
1,1,1,1,1,52.77
1,1,1,1,1,43.5
1,1,1,1,1,94.98
1,1,1,1,1,463.05
1,1,1,1,1,234.76
1,1,1,1,1,267.62
1,1,1,1,1,369.37
1,1,1,1,1,205.41
1,1,1,1,1,385.34
1,1,1,1,1,74.65
1,1,1,1,1,228.72
1,1,1,1,1,141.32
1,1,1,1,1,149.99
1,1,1,1,1,493.93
1,1,1,1,1,257.15
1,1,1,1,1,61.49
1,1,1,1,1,192.77
1,1,1,1,1,250.94
4,2,1,4,3,98.855
2,1,1,1,1,130.76
1,1,1,1,1,952.38
1,1,1,1,1,177.32
1,1,1,1,1,42.19
1,1,1,1,1,100.97
1,1,1,1,1,98.84
1,1,1,1,1,230.89
1,1,1,1,1,33.98
1,1,1,1,1,270.42
1,1,1,1,1,163.9
1,1,1,1,1,96.78
1,1,1,1,1,524.85
1,1,1,1,1,324.31
1,1,1,1,1,347.47
1,1,1,1,1,157.53
1,1,1,1,1,37.32
1,1,1,1,1,460.0
1,1,1,1,1,160.22
1,1,1,1,1,224.18
1,1,1,1,1,51.74
1,1,1,1,1,228.77
1,1,1,1,1,196.8
1,1,1,1,1,9.55
1,1,1,1,1,138.23
1,1,1,1,1,40.98
1,1,1,1,1,128.7
1,1,1,1,1,94.73
1,1,1,1,1,874.93
1,1,1,1,1,823.44
1,1,1,1,1,172.23
1,1,1,1,1,203.09
1,1,1,1,1,200.75
1,1,1,1,1,7.65
1,1,1,1,1,331.8
1,1,1,1,1,165.77
1,1,1,1,1,414.17
1,1,1,1,1,197.14
1,1,1,1,1,112.44
2,2,1,2,2,676.1800000000001
1,1,1,1,1,159.8
1,1,1,1,1,111.97
1,1,1,1,1,647.12
1,1,1,1,1,283.12
1,1,1,1,1,122.27
1,1,1,1,1,909.41
1,1,1,1,1,270.25
1,1,1,1,1,28.29
1,1,1,1,1,424.41
1,1,1,1,1,766.76
1,1,1,1,1,128.68
1,1,1,1,1,673.5
1,1,1,1,1,89.84
1,1,1,1,1,192.77
1,1,1,1,1,684.68
1,1,1,1,1,105.54
2,2,1,2,2,152.445
1,1,1,1,1,8.47
1,1,1,1,1,160.85
1,1,1,1,1,128.42
2,1,1,2,1,732.3
1,1,1,1,1,131.64
1,1,1,1,1,760.5
1,1,1,1,1,493.94
1,1,1,1,1,488.82
1,1,1,1,1,656.36
1,1,1,1,1,185.31
1,1,1,1,1,259.64
1,1,1,1,1,314.01
1,1,1,1,1,64.09
1,1,1,1,1,458.28
1,1,1,1,1,21.4
1,1,1,1,1,756.71
1,1,1,1,1,437.31
1,1,1,1,1,71.03
1,1,1,1,1,488.82
1,1,1,1,1,47.11
1,1,1,1,1,573.76
1,1,1,1,1,249.66
1,1,1,1,1,146.72
1,1,1,1,1,331.71
1,1,1,1,1,230.61
1,1,1,1,1,975.56
1,1,1,1,1,49.81
1,1,1,1,1,43.24
1,1,1,1,1,33.41
1,1,1,1,1,249.86
1,1,1,1,1,36.04
1,1,1,1,1,48.39
1,1,1,1,1,540.3
1,1,1,1,1,576.57
1,1,1,1,1,222.34
1,1,1,1,1,75.42
1,1,1,1,1,357.54
1,1,1,1,1,102.45
1,1,1,1,1,175.01
1,1,1,1,1,25.71
1,1,1,1,1,46.46
1,1,1,1,1,246.52
1,1,1,1,1,488.89
1,1,1,1,1,113.65
1,1,1,1,1,391.0
1,1,1,1,1,349.67
1,1,1,1,1,169.48
1,1,1,1,1,33.44
1,1,1,1,1,189.97
1,1,1,1,1,189.7
1,1,1,1,1,203.27
1,1,1,1,1,245.56
1,1,1,1,1,74.62
1,1,1,1,1,488.56
1,1,1,1,1,725.08
1,1,1,1,1,157.53
1,1,1,1,1,104.22
1,1,1,1,1,424.46
1,1,1,1,1,175.01
1,1,1,1,1,370.41
1,1,1,1,1,61.78
1,1,1,1,1,59.2
1,1,1,1,1,359.08
1,1,1,1,1,823.44
1,1,1,1,1,582.92
1,1,1,1,1,823.44
1,1,1,1,1,308.89
1,1,1,1,1,604.88
1,1,1,1,1,34.49
1,1,1,1,1,290.59
1,1,1,1,1,223.69
1,1,1,1,1,485.91
1,1,1,1,1,320.96
1,1,1,1,1,514.56
1,1,1,1,1,252.21
1,1,1,1,1,776.39
1,1,1,1,1,244.54
1,1,1,1,1,314.0
1,1,1,1,1,53.72
1,1,1,1,1,50.94
1,1,1,1,1,112.73
1,1,1,1,1,463.31
1,1,1,1,1,347.47
1,1,1,1,1,700.82
1,1,1,1,1,136.17
1,1,1,1,1,108.09
1,1,1,1,1,381.22
1,1,1,1,1,170.14
1,1,1,1,1,363.3
1,1,1,1,1,71.82
1,1,1,1,1,696.29
1,1,1,1,1,153.99
1,1,1,1,1,153.99
1,1,1,1,1,630.62
2,1,1,2,2,778.63
1,1,1,1,1,731.47
1,1,1,1,1,170.14
1,1,1,1,1,565.89
1,1,1,1,1,100.11
1,1,1,1,1,95.21
1,1,1,1,1,64.09
1,1,1,1,1,208.47
2,1,1,2,2,135.25
1,1,1,1,1,386.08
1,1,1,1,1,189.97
1,1,1,1,1,48.16
1,1,1,1,1,295.68
1,1,1,1,1,224.69
1,1,1,1,1,485.54
1,1,1,1,1,148.01
1,1,1,1,1,12.07
1,1,1,1,1,227.16
1,1,1,1,1,214.93
1,1,1,1,1,617.52
1,1,1,1,1,257.38
1,1,1,1,1,316.87
1,1,1,1,1,37.32
1,1,1,1,1,246.96
1,1,1,1,1,186.62
1,1,1,1,1,142.55
1,1,1,1,1,463.07
1,1,1,1,1,975.56
1,1,1,1,1,195.63
1,1,1,1,1,51.45
1,1,1,1,1,236.56
1,1,1,1,1,197.15
1,1,1,1,1,231.64
1,1,1,1,1,514.56
1,1,1,1,1,38.61
1,1,1,1,1,230.8
1,1,1,1,1,818.53
1,1,1,1,1,199.9
1,1,1,1,1,380.28
1,1,1,1,1,159.59
1,1,1,1,1,251.47
1,1,1,1,1,71.82
1,1,1,1,1,130.99
1,1,1,1,1,97.79
1,1,1,1,1,730.58
1,1,1,1,1,252.23
1,1,1,1,1,23.17
1,1,1,1,1,764.34
1,1,1,1,1,174.05
1,1,1,1,1,591.78
1,1,1,1,1,123.5
1,1,1,1,1,10.16
1,1,1,1,1,26.26
1,1,1,1,1,885.45
1,1,1,1,1,73.36
1,1,1,1,1,121.96
1,1,1,1,1,16.62
1,1,1,1,1,147.18
1,1,1,1,1,197.15
1,1,1,1,1,305.4
1,1,1,1,1,54.8
1,1,1,1,1,635.23
1,1,1,1,1,123.19
1,1,1,1,1,250.82
1,1,1,1,1,174.99
1,1,1,1,1,111.88
1,1,1,1,1,460.5
1,1,1,1,1,174.78
1,1,1,1,1,380.28
1,1,1,1,1,154.42
1,1,1,1,1,282.89
1,1,1,1,1,88.29
1,1,1,1,1,326.13
1,1,1,1,1,159.52
1,1,1,1,1,125.86
1,1,1,1,1,190.44
2,1,2,2,1,11.045
1,1,1,1,1,135.91
1,1,1,1,1,295.76
1,1,1,1,1,296.67
1,1,1,1,1,349.73
1,1,1,1,1,64.61
1,1,1,1,1,102.94
1,1,1,1,1,898.35
1,1,1,1,1,501.69
1,1,1,1,1,129.99
1,1,1,1,1,190.45
1,1,1,1,1,56.6
1,1,1,1,1,192.8
2,1,1,2,2,237.82999999999998
1,1,1,1,1,61.75
1,1,1,1,1,37.81
1,1,1,1,1,728.31
1,1,1,1,1,429.84
1,1,1,1,1,900.9
1,1,1,1,1,833.74
1,1,1,1,1,521.25
1,1,1,1,1,814.64
1,1,1,1,1,362.4
1,1,1,1,1,694.74
1,1,1,1,1,975.57
1,1,1,1,1,329.22
1,1,1,1,1,751.36
1,1,1,1,1,568.84
1,1,1,1,1,372.98
1,1,1,1,1,28.29
1,1,1,1,1,102.95
1,1,1,1,1,90.07
1,1,1,1,1,39.36
1,1,1,1,1,732.09
1,1,1,1,1,691.88
1,1,1,1,1,208.44
1,1,1,1,1,720.48
1,1,1,1,1,161.65
1,1,1,1,1,527.17
1,1,1,1,1,308.86
1,1,1,1,1,47.85
1,1,1,1,1,131.79
1,1,1,1,1,352.11
1,1,1,1,1,579.74
1,1,1,1,1,422.09
1,1,1,1,1,154.42
1,1,1,1,1,229.99
1,1,1,1,1,170.79
1,1,1,1,1,334.35
1,1,1,1,1,22.96
1,1,1,1,1,102.7
2,1,1,2,2,855.72
1,1,1,1,1,975.57
1,1,1,1,1,813.95
1,1,1,1,1,176.07
1,1,1,1,1,284.86
1,1,1,1,1,772.19
1,1,1,1,1,100.39
1,1,1,1,1,252.88
1,1,1,1,1,656.39
1,1,1,1,1,109.91
1,1,1,1,1,46.38
2,2,1,2,2,242.325
1,1,1,1,1,160.22
1,1,1,1,1,95.65
1,1,1,1,1,92.13
1,1,1,1,1,404.1
1,1,1,1,1,797.7
1,1,1,1,1,133.59
1,1,1,1,1,102.94
1,1,1,1,1,182.93
1,1,1,1,1,77.09
1,1,1,1,1,82.63
1,1,1,1,1,28.06
1,1,1,1,1,69.47
1,1,1,1,1,229.42
1,1,1,1,1,134.59
1,1,1,1,1,411.83
1,1,1,1,1,59.18
1,1,1,1,1,86.23
1,1,1,1,1,632.94
1,1,1,1,1,391.26
1,1,1,1,1,60.23
1,1,1,1,1,162.14
1,1,1,1,1,529.74
1,1,1,1,1,849.42
1,1,1,1,1,259.47
1,1,1,1,1,176.53
1,1,1,1,1,731.67
1,1,1,1,1,153.88
1,1,1,1,1,51.46
1,1,1,1,1,199.49
1,1,1,1,1,74.39
1,1,1,1,1,249.43
1,1,1,1,1,150.78
1,1,1,1,1,230.79
1,1,1,1,1,771.94
1,1,1,1,1,67.4
1,1,1,1,1,346.73
1,1,1,1,1,250.86
1,1,1,1,1,5.71
1,1,1,1,1,730.26
1,1,1,1,1,193.12
1,1,1,1,1,419.55
1,1,1,1,1,45.22
1,1,1,1,1,475.79
1,1,1,1,1,552.89
1,1,1,1,1,99.83
1,1,1,1,1,763.21
1,1,1,1,1,790.85
1,1,1,1,1,230.85
1,1,1,1,1,46.31
1,1,1,1,1,127.39
1,1,1,1,1,231.41
1,1,1,1,1,257.15
1,1,1,1,1,180.13
1,1,1,1,1,763.97
1,1,1,1,1,108.09
1,1,1,1,1,771.94
1,1,1,1,1,105.51
1,1,1,1,1,437.33
1,1,1,1,1,282.25
1,1,1,1,1,60.67
1,1,1,1,1,200.75
1,1,1,1,1,132.05
1,1,1,1,1,51.22
1,1,1,1,1,282.61
1,1,1,1,1,172.15
1,1,1,1,1,283.12
1,1,1,1,1,171.59
1,1,1,1,1,931.43
1,1,1,1,1,62.01
1,1,1,1,1,131.66
2,2,1,2,2,113.31
1,1,1,1,1,64.61
1,1,1,1,1,257.15
1,1,1,1,1,342.08
1,1,1,1,1,230.33
1,1,1,1,1,975.56
1,1,1,1,1,166.65
2,1,1,2,1,817.745
1,1,1,1,1,216.02
1,1,1,1,1,727.37
2,1,1,2,1,173.61
1,1,1,1,1,120.34
1,1,1,1,1,298.33
1,1,1,1,1,296.53
1,1,1,1,1,128.68
1,1,1,1,1,458.87
1,1,1,1,1,40.12
1,1,1,1,1,295.99
1,1,1,1,1,458.42
1,1,1,1,1,109.65
1,1,1,1,1,303.69
1,1,1,1,1,433.67
1,1,1,1,1,257.15
1,1,1,1,1,952.32
1,1,1,1,1,144.94
1,1,1,1,1,718.14
1,1,1,1,1,978.12
1,1,1,1,1,187.21
1,1,1,1,1,170.14
1,1,1,1,1,230.89
1,1,1,1,1,793.92
1,1,1,1,1,514.79
1,1,1,1,1,447.84
1,1,1,1,1,308.63
1,1,1,1,1,334.63
1,1,1,1,1,92.34
1,1,1,1,1,102.7
1,1,1,1,1,66.41
1,1,1,1,1,102.76
1,1,1,1,1,135.01
1,1,1,1,1,30.76
1,1,1,1,1,66.67
1,1,1,1,1,115.81
1,1,1,1,1,668.74
1,1,1,1,1,949.51
1,1,1,1,1,230.85
1,1,1,1,1,334.09
1,1,1,1,1,208.5
1,1,1,1,1,72.07
1,1,1,1,1,321.73
1,1,1,1,1,15.42
1,1,1,1,1,113.0
1,1,1,1,1,431.92
1,1,1,1,1,153.82
1,1,1,1,1,118.15
1,1,1,1,1,807.2
1,1,1,1,1,227.03
1,1,1,1,1,29.34
1,1,1,1,1,98.56
1,1,1,1,1,53.22
1,1,1,1,1,577.97
2,1,1,1,1,190.22
1,1,1,1,1,823.44
1,1,1,1,1,180.49
1,1,1,1,1,270.42
1,1,1,1,1,193.03
1,1,1,1,1,97.56
1,1,1,1,1,13.36
1,1,1,1,1,61.75
1,1,1,1,1,380.67
1,1,1,1,1,217.61
1,1,1,1,1,38.61
1,1,1,1,1,123.56
1,1,1,1,1,251.24
1,1,1,1,1,30.63
1,1,1,1,1,51.45
1,1,1,1,1,321.5
1,1,1,1,1,35.78
1,1,1,1,1,702.1
1,1,1,1,1,589.42
1,1,1,1,1,511.67
1,1,1,1,1,367.29
1,1,1,1,1,34.56
1,1,1,1,1,555.74
1,1,1,1,1,26.13
1,1,1,1,1,172.14
1,1,1,1,1,694.97
1,1,1,1,1,274.11
1,1,1,1,1,553.17
1,1,1,1,1,229.09
1,1,1,1,1,385.85
1,1,1,1,1,183.71
1,1,1,1,1,198.2
1,1,1,1,1,81.34
1,1,1,1,1,205.9
1,1,1,1,1,24.26
1,1,1,1,1,8.84
1,1,1,1,1,30.86
1,1,1,1,1,105.54
1,1,1,1,1,230.59
1,1,1,1,1,20.5
1,1,1,1,1,771.94
1,1,1,1,1,731.87
1,1,1,1,1,296.02
1,1,1,1,1,411.83
1,1,1,1,1,758.95
1,1,1,1,1,669.23
1,1,1,1,1,159.56
1,1,1,1,1,167.28
3,2,1,3,3,79.17999999999999
1,1,1,1,1,606.06
1,1,1,1,1,46.59
1,1,1,1,1,70.79
1,1,1,1,1,412.89
1,1,1,1,1,38.35
1,1,1,1,1,434.73
1,1,1,1,1,94.67
1,1,1,1,1,222.08
1,1,1,1,1,257.15
1,1,1,1,1,16.73
1,1,1,1,1,421.86
1,1,1,1,1,28.01
1,1,1,1,1,170.92
1,1,1,1,1,12.26
1,1,1,1,1,247.08
1,1,1,1,1,213.33
1,1,1,1,1,190.22
1,1,1,1,1,308.86
1,1,1,1,1,69.24
1,1,1,1,1,77.2
1,1,1,1,1,617.75
1,1,1,1,1,462.23
1,1,1,1,1,165.51
1,1,1,1,1,527.17
3,1,1,3,2,440.75333333333333
1,1,1,1,1,386.08
1,1,1,1,1,174.43
1,1,1,1,1,730.84
2,1,1,2,1,388.14
1,1,1,1,1,64.35
1,1,1,1,1,28.29
1,1,1,1,1,16.73
1,1,1,1,1,124.3
1,1,1,1,1,321.52
1,1,1,1,1,198.18
1,1,1,1,1,308.61
1,1,1,1,1,729.32
1,1,1,1,1,720.46
1,1,1,1,1,142.55
1,1,1,1,1,849.42
1,1,1,1,1,533.69
1,1,1,1,1,196.82
1,1,1,1,1,130.47
1,1,1,1,1,200.66
1,1,1,1,1,257.38
1,1,1,1,1,21.49
1,1,1,1,1,90.09
1,1,1,1,1,437.57
1,1,1,1,1,12.85
1,1,1,1,1,209.27
1,1,1,1,1,308.58
1,1,1,1,1,766.76
1,1,1,1,1,501.92
1,1,1,1,1,95.09
1,1,1,1,1,411.59
1,1,1,1,1,86.87
1,1,1,1,1,154.42
1,1,1,1,1,89.84
1,1,1,1,1,257.15
1,1,1,1,1,334.35
1,1,1,1,1,115.81
1,1,1,1,1,360.11
1,1,1,1,1,174.99
1,1,1,1,1,132.05
1,1,1,1,1,272.07
1,1,1,1,1,208.32
1,1,1,1,1,387.14
1,1,1,1,1,458.32
1,1,1,1,1,380.28
1,1,1,1,1,39.61
1,1,1,1,1,84.92
1,1,1,1,1,380.19
1,1,1,1,1,61.01
1,1,1,1,1,275.36
1,1,1,1,1,153.62
1,1,1,1,1,855.59
1,1,1,1,1,111.66
1,1,1,1,1,323.87
1,1,1,1,1,53.91
1,1,1,1,1,212.05
1,1,1,1,1,176.32
1,1,1,1,1,489.05
1,1,1,1,1,357.61
1,1,1,1,1,612.53
1,1,1,1,1,476.18
1,1,1,1,1,380.28
1,1,1,1,1,123.53
1,1,1,1,1,51.48
1,1,1,1,1,173.56
1,1,1,1,1,499.37
1,1,1,1,1,732.09
1,1,1,1,1,127.39
1,1,1,1,1,94.95
1,1,1,1,1,355.2
2,1,1,1,1,180.16
1,1,1,1,1,101.14
1,1,1,1,1,643.49
1,1,1,1,1,682.09
1,1,1,1,1,35.5
1,1,1,1,1,172.22
2,1,1,2,2,452.29
1,1,1,1,1,463.31
1,1,1,1,1,378.93
1,1,1,1,1,435.79
1,1,1,1,1,144.89
1,1,1,1,1,27.13
1,1,1,1,1,172.22
1,1,1,1,1,375.89
1,1,1,1,1,240.47
1,1,1,1,1,591.5
2,1,1,2,2,34.11
1,1,1,1,1,138.74
1,1,1,1,1,245.5
1,1,1,1,1,125.87
1,1,1,1,1,370.67
1,1,1,1,1,728.44
1,1,1,1,1,105.24
1,1,1,1,1,350.05
1,1,1,1,1,252.23
1,1,1,1,1,268.62
1,1,1,1,1,138.23
1,1,1,1,1,226.49
1,1,1,1,1,31.38
2,1,1,2,2,206.885
1,1,1,1,1,64.61
1,1,1,1,1,380.28
1,1,1,1,1,189.97
1,1,1,1,1,133.54
1,1,1,1,1,170.92
1,1,1,1,1,110.66
1,1,1,1,1,94.73
1,1,1,1,1,226.49
1,1,1,1,1,772.19
1,1,1,1,1,74.36
1,1,1,1,1,302.14
1,1,1,1,1,149.3
1,1,1,1,1,0.88
1,1,1,1,1,130.99
1,1,1,1,1,250.78
1,1,1,1,1,131.51
1,1,1,1,1,20.31
1,1,1,1,1,51.2
1,1,1,1,1,311.46
1,1,1,1,1,48.05
1,1,1,1,1,486.5
1,1,1,1,1,378.77
1,1,1,1,1,128.45
1,1,1,1,1,120.96
1,1,1,1,1,501.69
1,1,1,1,1,692.4
1,1,1,1,1,333.54
1,1,1,1,1,360.09
1,1,1,1,1,250.82
1,1,1,1,1,76.71
1,1,1,1,1,463.31
1,1,1,1,1,756.52
1,1,1,1,1,231.64
1,1,1,1,1,282.61
1,1,1,1,1,975.56
1,1,1,1,1,378.58
1,1,1,1,1,165.41
1,1,1,1,1,196.92
2,1,1,2,2,220.745
1,1,1,1,1,257.87
1,1,1,1,1,83.12
1,1,1,1,1,120.41
2,1,1,2,2,337.86
1,1,1,1,1,694.74
1,1,1,1,1,295.99
1,1,1,1,1,106.89
1,1,1,1,1,746.17
1,1,1,1,1,123.53
1,1,1,1,1,367.81
1,1,1,1,1,428.89
1,1,1,1,1,32.18
1,1,1,1,1,242.79
1,1,1,1,1,49.87
1,1,1,1,1,154.42
1,1,1,1,1,53.28
1,1,1,1,1,352.95
1,1,1,1,1,51.2
1,1,1,1,1,128.45
1,1,1,1,1,107.03
1,1,1,1,1,411.72
1,1,1,1,1,179.28
1,1,1,1,1,38.35
1,1,1,1,1,370.23
1,1,1,1,1,51.22
1,1,1,1,1,360.34
2,2,1,2,2,98.945
1,1,1,1,1,339.78
1,1,1,1,1,52.0
1,1,1,1,1,341.66
1,1,1,1,1,107.06
1,1,1,1,1,203.33
1,1,1,1,1,420.25
1,1,1,1,1,188.16
1,1,1,1,1,191.77
1,1,1,1,1,93.44
1,1,1,1,1,434.76
1,1,1,1,1,137.97
1,1,1,1,1,221.15
1,1,1,1,1,185.67
1,1,1,1,1,146.46
1,1,1,1,1,306.05
1,1,1,1,1,975.57
1,1,1,1,1,756.52
1,1,1,1,1,344.9
1,1,1,1,1,592.01
1,1,1,1,1,291.96
1,1,1,1,1,586.16
1,1,1,1,1,444.54
1,1,1,1,1,53.98
1,1,1,1,1,193.03
1,1,1,1,1,208.5
1,1,1,1,1,352.62
1,1,1,1,1,66.9
1,1,1,1,1,485.54
1,1,1,1,1,779.92
1,1,1,1,1,90.09
1,1,1,1,1,289.51
1,1,1,1,1,111.24
1,1,1,1,1,255.76
1,1,1,1,1,270.25
1,1,1,1,1,617.0
1,1,1,1,1,141.32
1,1,1,1,1,227.55
1,1,1,1,1,169.86
1,1,1,1,1,859.42
1,1,1,1,1,730.26
1,1,1,1,1,329.22
1,1,1,1,1,503.73
1,1,1,1,1,46.33
1,1,1,1,1,551.88
1,1,1,1,1,257.15
1,1,1,1,1,308.86
1,1,1,1,1,643.49
1,1,1,1,1,288.03
1,1,1,1,1,83.66
1,1,1,1,1,43.76
1,1,1,1,1,669.18
1,1,1,1,1,437.57
1,1,1,1,1,102.94
1,1,1,1,1,131.02
1,1,1,1,1,900.64
1,1,1,1,1,358.57
1,1,1,1,1,975.56
1,1,1,1,1,359.03
1,1,1,1,1,774.64
1,1,1,1,1,171.56
1,1,1,1,1,105.54
1,1,1,1,1,29.42
1,1,1,1,1,123.3
1,1,1,1,1,73.14
1,1,1,1,1,150.34
1,1,1,1,1,257.38
1,1,1,1,1,110.75
1,1,1,1,1,553.4
1,1,1,1,1,360.19
1,1,1,1,1,46.83
1,1,1,1,1,179.26
1,1,1,1,1,468.58
1,1,1,1,1,240.57
1,1,1,1,1,88.81
1,1,1,1,1,369.37
1,1,1,1,1,30.63
1,1,1,1,1,118.15
1,1,1,1,1,56.16
1,1,1,1,1,127.93
1,1,1,1,1,434.73
1,1,1,1,1,40.16
1,1,1,1,1,43.5
1,1,1,1,1,23.04
1,1,1,1,1,123.53
1,1,1,1,1,230.78
1,1,1,1,1,29.09
1,1,1,1,1,269.93
1,1,1,1,1,207.96
1,1,1,1,1,80.77
1,1,1,1,1,378.98
1,1,1,1,1,111.97
1,1,1,1,1,725.08
1,1,1,1,1,246.27
2,1,1,1,1,975.89
1,1,1,1,1,217.51
1,1,1,1,1,188.13
1,1,1,1,1,543.39
3,2,1,3,3,131.70333333333335
1,1,1,1,1,254.81
1,1,1,1,1,77.2
1,1,1,1,1,344.9
1,1,1,1,1,406.7
1,1,1,1,1,12.03
1,1,1,1,1,720.71
1,1,1,1,1,386.08
1,1,1,1,1,250.82
1,1,1,1,1,342.33
1,1,1,1,1,166.17
1,1,1,1,1,144.15
